review_id,product_id,category,aspect,opinion,polarity,tag
TRAIN_402,PRODUCT_262008,图书音像,质量,质量好,positive,质量好
TRAIN_402,PRODUCT_262008,图书音像,物流,发货快,positive,发货快
TRAIN_408,PRODUCT_376198,电脑/办公,物流,发货快,positive,发货快
TRAIN_418,PRODUCT_210761,图书音像,包装,包装差,negative,包装差
TRAIN_428,PRODUCT_85376,家居生活,价格,性价比高,positive,性价比高
TRAIN_428,PRODUCT_85376,家居生活,耐用,很耐用,positive,很耐用
TRAIN_433,PRODUCT_226154,图书音像,质量,质量好,positive,质量好
TRAIN_434,PRODUCT_132650,图书音像,正品,正品放心,positive,正品放心
TRAIN_435,PRODUCT_484644,家居生活,质量,质量好,positive,质量好
TRAIN_442,PRODUCT_394422,图书音像,质量,质量好,positive,质量好
TRAIN_455,PRODUCT_82177,图书音像,外观,外观好看,positive,外观好看
TRAIN_457,PRODUCT_27332,图书音像,质量,质量差,negative,质量差
TRAIN_459,PRODUCT_294368,电脑/办公,质量,质量好,positive,质量好
TRAIN_460,PRODUCT_8083,图书音像,质量,质量好,positive,质量好
TRAIN_462,PRODUCT_50748,图书音像,质量,质量差,negative,质量差
TRAIN_464,PRODUCT_341044,图书音像,质量,质量好,positive,质量好
TRAIN_477,PRODUCT_311988,手机/数码,正品,正品放心,positive,正品放心
TRAIN_480,PRODUCT_3466,图书音像,物流,发货快,positive,发货快
TRAIN_484,PRODUCT_369893,图书音像,正品,疑似假货,negative,疑似假货
TRAIN_490,PRODUCT_73945,图书音像,质量,质量好,positive,质量好
TRAIN_490,PRODUCT_73945,图书音像,物流,发货快,positive,发货快
TRAIN_490,PRODUCT_73945,图书音像,正品,正品放心,positive,正品放心
TRAIN_494,PRODUCT_376711,图书音像,正品,正品放心,positive,正品放心
TRAIN_504,PRODUCT_128070,图书音像,正品,正品放心,positive,正品放心
TRAIN_504,PRODUCT_128070,图书音像,正品,疑似假货,negative,疑似假货
TRAIN_507,PRODUCT_164669,手机/数码,价格,价格贵,negative,价格贵
TRAIN_508,PRODUCT_442017,家具/家装/建材,质量,质量好,positive,质量好
TRAIN_510,PRODUCT_239344,电脑/办公,屏幕,屏幕差,negative,屏幕差
TRAIN_515,PRODUCT_61273,图书音像,价格,性价比高,positive,性价比高
TRAIN_519,PRODUCT_320981,图书音像,价格,价格贵,negative,价格贵
TRAIN_524,PRODUCT_10474,图书音像,内容,内容不错,positive,内容不错
TRAIN_527,PRODUCT_488359,图书音像,价格,价格贵,negative,价格贵
TRAIN_527,PRODUCT_488359,图书音像,内容,内容一般,negative,内容一般
TRAIN_531,PRODUCT_455791,美妆个护,价格,性价比高,positive,性价比高
TRAIN_532,PRODUCT_190287,母婴/玩具,耐用,很耐用,positive,很耐用
TRAIN_556,PRODUCT_503466,电脑/办公,物流,发货快,positive,发货快
TRAIN_561,PRODUCT_9597,其他,质量,质量差,negative,质量差
TRAIN_562,PRODUCT_83025,食品/保健,味道,味道不错,positive,味道不错
TRAIN_565,PRODUCT_59101,图书音像,耐用,很耐用,positive,很耐用
TRAIN_576,PRODUCT_124242,图书音像,物流,发货快,positive,发货快
TRAIN_579,PRODUCT_439835,美妆个护,味道,味道不错,positive,味道不错
TRAIN_586,PRODUCT_6368,图书音像,价格,性价比高,positive,性价比高
TRAIN_587,PRODUCT_179312,图书音像,正品,正品放心,positive,正品放心
TRAIN_595,PRODUCT_140157,电脑/办公,推荐,会回购,positive,会回购
TRAIN_613,PRODUCT_60142,图书音像,质量,质量好,positive,质量好
TRAIN_621,PRODUCT_439815,电脑/办公,价格,性价比高,positive,性价比高
TRAIN_623,PRODUCT_343322,电脑/办公,正品,正品放心,positive,正品放心
TRAIN_628,PRODUCT_30608,美妆个护,正品,疑似假货,negative,疑似假货
TRAIN_628,PRODUCT_30608,美妆个护,推荐,不推荐,negative,不推荐
TRAIN_638,PRODUCT_356483,图书音像,内容,内容不错,positive,内容不错
TRAIN_648,PRODUCT_473474,图书音像,质量,质量好,positive,质量好
TRAIN_651,PRODUCT_451346,家用电器,外观,外观一般,negative,外观一般
TRAIN_659,PRODUCT_202789,图书音像,质量,质量好,positive,质量好
TRAIN_665,PRODUCT_356582,图书音像,正品,正品放心,positive,正品放心
TRAIN_674,PRODUCT_445505,图书音像,质量,质量好,positive,质量好
TRAIN_675,PRODUCT_260764,图书音像,质量,质量好,positive,质量好
TRAIN_676,PRODUCT_423492,美妆个护,正品,正品放心,positive,正品放心
TRAIN_676,PRODUCT_423492,美妆个护,味道,味道不错,positive,味道不错
TRAIN_678,PRODUCT_12492,图书音像,质量,质量好,positive,质量好
TRAIN_681,PRODUCT_42858,图书音像,正品,正品放心,positive,正品放心
TRAIN_686,PRODUCT_246135,图书音像,包装,包装差,negative,包装差
TRAIN_687,PRODUCT_522014,电脑/办公,正品,正品放心,positive,正品放心
TRAIN_691,PRODUCT_248846,家具/家装/建材,耐用,很耐用,positive,很耐用
TRAIN_696,PRODUCT_2370,图书音像,正品,正品放心,positive,正品放心
TRAIN_700,PRODUCT_248756,图书音像,内容,内容不错,positive,内容不错
TRAIN_711,PRODUCT_325108,家用电器,正品,正品放心,positive,正品放心
TRAIN_718,PRODUCT_94270,图书音像,正品,正品放心,positive,正品放心
TRAIN_720,PRODUCT_391898,图书音像,价格,性价比高,positive,性价比高
TRAIN_723,PRODUCT_427528,图书音像,质量,质量好,positive,质量好
TRAIN_748,PRODUCT_214328,手机/数码,正品,正品放心,positive,正品放心
TRAIN_758,PRODUCT_511977,食品/保健,正品,疑似假货,negative,疑似假货
TRAIN_762,PRODUCT_26394,图书音像,质量,质量好,positive,质量好
TRAIN_762,PRODUCT_26394,图书音像,正品,正品放心,positive,正品放心
TRAIN_764,PRODUCT_107819,家用电器,正品,正品放心,positive,正品放心
TRAIN_766,PRODUCT_513109,图书音像,质量,质量好,positive,质量好
TRAIN_766,PRODUCT_513109,图书音像,正品,正品放心,positive,正品放心
TRAIN_770,PRODUCT_123000,图书音像,内容,内容不错,positive,内容不错
TRAIN_771,PRODUCT_275062,图书音像,物流,发货快,positive,发货快
TRAIN_773,PRODUCT_78811,电脑/办公,续航,续航差,negative,续航差
TRAIN_780,PRODUCT_443795,图书音像,正品,疑似假货,negative,疑似假货
TRAIN_785,PRODUCT_464243,家用电器,质量,质量好,positive,质量好
TRAIN_785,PRODUCT_464243,家用电器,价格,性价比高,positive,性价比高
TRAIN_785,PRODUCT_464243,家用电器,正品,正品放心,positive,正品放心
TRAIN_790,PRODUCT_298334,图书音像,内容,内容不错,positive,内容不错
TRAIN_799,PRODUCT_518480,图书音像,内容,内容不错,positive,内容不错
TRAIN_808,PRODUCT_277341,图书音像,内容,内容不错,positive,内容不错
TRAIN_816,PRODUCT_486755,图书音像,质量,质量好,positive,质量好
TRAIN_821,PRODUCT_524987,图书音像,内容,内容不错,positive,内容不错
TRAIN_830,PRODUCT_299777,家用电器,正品,正品放心,positive,正品放心
TRAIN_835,PRODUCT_243608,图书音像,质量,质量好,positive,质量好
TRAIN_841,PRODUCT_129351,母婴/玩具,耐用,很耐用,positive,很耐用
TRAIN_842,PRODUCT_262226,图书音像,质量,质量好,positive,质量好
TRAIN_843,PRODUCT_168351,家居生活,质量,质量好,positive,质量好
TRAIN_845,PRODUCT_411885,图书音像,耐用,很耐用,positive,很耐用
TRAIN_855,PRODUCT_183488,图书音像,质量,质量好,positive,质量好
TRAIN_863,PRODUCT_522220,图书音像,质量,质量好,positive,质量好
TRAIN_867,PRODUCT_282713,家用电器,价格,性价比高,positive,性价比高
TRAIN_879,PRODUCT_401160,图书音像,正品,疑似假货,negative,疑似假货
TRAIN_887,PRODUCT_287734,图书音像,质量,质量差,negative,质量差
TRAIN_893,PRODUCT_282757,家居生活,物流,物流慢,negative,物流慢
TRAIN_904,PRODUCT_60073,图书音像,外观,外观好看,positive,外观好看
TRAIN_905,PRODUCT_29744,家具/家装/建材,物流,发货快,positive,发货快
TRAIN_911,PRODUCT_509177,图书音像,内容,内容一般,negative,内容一般
TRAIN_913,PRODUCT_166260,图书音像,质量,质量好,positive,质量好
TRAIN_915,PRODUCT_19198,图书音像,内容,内容一般,negative,内容一般
TRAIN_920,PRODUCT_467963,图书音像,价格,性价比高,positive,性价比高
TRAIN_928,PRODUCT_264831,美妆个护,味道,味道不错,positive,味道不错
TRAIN_937,PRODUCT_499045,图书音像,物流,发货快,positive,发货快
TRAIN_939,PRODUCT_473478,图书音像,正品,疑似假货,negative,疑似假货
TRAIN_944,PRODUCT_152453,图书音像,包装,包装好,positive,包装好
TRAIN_946,PRODUCT_366985,图书音像,物流,发货快,positive,发货快
TRAIN_947,PRODUCT_453888,手机/数码,价格,性价比高,positive,性价比高
TRAIN_948,PRODUCT_260776,母婴/玩具,正品,正品放心,positive,正品放心
TRAIN_948,PRODUCT_260776,母婴/玩具,推荐,会回购,positive,会回购
TRAIN_949,PRODUCT_10650,手机/数码,正品,正品放心,positive,正品放心
TRAIN_949,PRODUCT_10650,手机/数码,正品,疑似假货,negative,疑似假货
TRAIN_959,PRODUCT_330648,电脑/办公,正品,正品放心,positive,正品放心
TRAIN_965,PRODUCT_425525,家用电器,价格,性价比高,positive,性价比高
TRAIN_967,PRODUCT_62341,图书音像,质量,质量好,positive,质量好
TRAIN_967,PRODUCT_62341,图书音像,包装,包装好,positive,包装好
TRAIN_970,PRODUCT_26326,图书音像,正品,正品放心,positive,正品放心
TRAIN_970,PRODUCT_26326,图书音像,内容,内容不错,positive,内容不错
TRAIN_975,PRODUCT_123685,图书音像,包装,包装差,negative,包装差
TRAIN_979,PRODUCT_159719,图书音像,内容,内容一般,negative,内容一般
TRAIN_992,PRODUCT_222506,手机/数码,推荐,会回购,positive,会回购
TRAIN_996,PRODUCT_238537,图书音像,推荐,会回购,positive,会回购
TRAIN_1016,PRODUCT_384063,手机/数码,质量,质量差,negative,质量差
TRAIN_1034,PRODUCT_138892,家具/家装/建材,正品,正品放心,positive,正品放心
TRAIN_1035,PRODUCT_12972,图书音像,包装,包装好,positive,包装好
TRAIN_1035,PRODUCT_12972,图书音像,包装,包装差,negative,包装差
TRAIN_1039,PRODUCT_392958,食品/保健,味道,味道不错,positive,味道不错
TRAIN_1041,PRODUCT_265447,图书音像,质量,质量好,positive,质量好
TRAIN_1048,PRODUCT_151554,图书音像,质量,质量好,positive,质量好
TRAIN_1055,PRODUCT_234525,图书音像,物流,发货快,positive,发货快
TRAIN_1062,PRODUCT_143562,电脑/办公,推荐,会回购,positive,会回购
TRAIN_1064,PRODUCT_31481,图书音像,包装,包装差,negative,包装差
TRAIN_1064,PRODUCT_31481,图书音像,耐用,容易坏,negative,容易坏
TRAIN_1071,PRODUCT_283741,图书音像,包装,包装差,negative,包装差
TRAIN_1072,PRODUCT_211170,美妆个护,正品,正品放心,positive,正品放心
TRAIN_1073,PRODUCT_36943,图书音像,正品,疑似假货,negative,疑似假货
TRAIN_1074,PRODUCT_344964,图书音像,质量,质量好,positive,质量好
TRAIN_1082,PRODUCT_237835,图书音像,物流,发货快,positive,发货快
TRAIN_1092,PRODUCT_75197,电脑/办公,质量,质量好,positive,质量好
TRAIN_1092,PRODUCT_75197,电脑/办公,价格,性价比高,positive,性价比高
TRAIN_1097,PRODUCT_178399,图书音像,内容,内容不错,positive,内容不错
TRAIN_1106,PRODUCT_207068,图书音像,正品,正品放心,positive,正品放心
TRAIN_1118,PRODUCT_314022,图书音像,质量,质量好,positive,质量好
TRAIN_1119,PRODUCT_404393,图书音像,推荐,会回购,positive,会回购
TRAIN_1123,PRODUCT_378284,手机/数码,物流,发货快,positive,发货快
TRAIN_1123,PRODUCT_378284,手机/数码,正品,正品放心,positive,正品放心
TRAIN_1124,PRODUCT_499024,图书音像,质量,质量好,positive,质量好
TRAIN_1139,PRODUCT_450586,图书音像,内容,内容不错,positive,内容不错
TRAIN_1144,PRODUCT_218489,图书音像,内容,内容不错,positive,内容不错
TRAIN_1156,PRODUCT_2751,图书音像,正品,疑似假货,negative,疑似假货
TRAIN_1157,PRODUCT_95083,图书音像,质量,质量好,positive,质量好
TRAIN_1164,PRODUCT_134565,图书音像,包装,包装差,negative,包装差
TRAIN_1169,PRODUCT_218571,美妆个护,味道,味道不错,positive,味道不错
TRAIN_1173,PRODUCT_80196,电脑/办公,质量,质量好,positive,质量好
TRAIN_1176,PRODUCT_382788,美妆个护,质量,质量好,positive,质量好
TRAIN_1188,PRODUCT_112731,图书音像,包装,包装好,positive,包装好
TRAIN_1193,PRODUCT_72705,图书音像,价格,性价比高,positive,性价比高
TRAIN_1194,PRODUCT_186612,图书音像,物流,发货快,positive,发货快
TRAIN_1195,PRODUCT_136626,图书音像,质量,质量好,positive,质量好
TRAIN_1202,PRODUCT_228223,图书音像,推荐,会回购,positive,会回购
TRAIN_1203,PRODUCT_56368,图书音像,质量,质量好,positive,质量好
TRAIN_1206,PRODUCT_188071,家具/家装/建材,质量,质量好,positive,质量好
TRAIN_1206,PRODUCT_188071,家具/家装/建材,耐用,很耐用,positive,很耐用
TRAIN_1213,PRODUCT_489373,图书音像,内容,内容不错,positive,内容不错
TRAIN_1218,PRODUCT_98939,图书音像,包装,包装好,positive,包装好
TRAIN_1219,PRODUCT_407138,图书音像,正品,疑似假货,negative,疑似假货
TRAIN_1221,PRODUCT_434453,其他,质量,质量好,positive,质量好
TRAIN_1224,PRODUCT_153629,图书音像,质量,质量好,positive,质量好
TRAIN_1231,PRODUCT_50246,图书音像,内容,内容不错,positive,内容不错
TRAIN_1235,PRODUCT_208098,图书音像,质量,质量好,positive,质量好
TRAIN_1242,PRODUCT_481025,图书音像,包装,包装好,positive,包装好
TRAIN_1249,PRODUCT_448297,图书音像,正品,疑似假货,negative,疑似假货
TRAIN_1267,PRODUCT_445413,家用电器,耐用,容易坏,negative,容易坏
TRAIN_1270,PRODUCT_45118,图书音像,内容,内容不错,positive,内容不错
TRAIN_1272,PRODUCT_487447,图书音像,质量,质量好,positive,质量好
TRAIN_1281,PRODUCT_7523,图书音像,正品,正品放心,positive,正品放心
TRAIN_1282,PRODUCT_366701,家居生活,质量,质量好,positive,质量好
TRAIN_1285,PRODUCT_100244,图书音像,内容,内容不错,positive,内容不错
TRAIN_1297,PRODUCT_32431,其他,质量,质量好,positive,质量好
TRAIN_1297,PRODUCT_32431,其他,价格,性价比高,positive,性价比高
TRAIN_1299,PRODUCT_188553,家用电器,价格,价格贵,negative,价格贵
TRAIN_1303,PRODUCT_383545,图书音像,内容,内容不错,positive,内容不错
TRAIN_1304,PRODUCT_487106,图书音像,推荐,会回购,positive,会回购
TRAIN_1305,PRODUCT_245072,手机/数码,屏幕,屏幕差,negative,屏幕差
TRAIN_1310,PRODUCT_499064,图书音像,正品,正品放心,positive,正品放心
TRAIN_1310,PRODUCT_499064,图书音像,正品,疑似假货,negative,疑似假货
TRAIN_1317,PRODUCT_365676,图书音像,质量,质量好,positive,质量好
TRAIN_1320,PRODUCT_106983,图书音像,质量,质量好,positive,质量好
TRAIN_1321,PRODUCT_45083,家用电器,质量,质量好,positive,质量好
TRAIN_1321,PRODUCT_45083,家用电器,外观,外观好看,positive,外观好看
TRAIN_1323,PRODUCT_72399,美妆个护,味道,味道不错,positive,味道不错
TRAIN_1328,PRODUCT_80657,鞋类箱包,正品,正品放心,positive,正品放心
TRAIN_1329,PRODUCT_424533,图书音像,质量,质量好,positive,质量好
TRAIN_1330,PRODUCT_427528,图书音像,质量,质量好,positive,质量好
TRAIN_1337,PRODUCT_458543,电脑/办公,包装,包装差,negative,包装差
TRAIN_1346,PRODUCT_69232,图书音像,价格,性价比高,positive,性价比高
TRAIN_1352,PRODUCT_424194,电脑/办公,价格,性价比高,positive,性价比高
TRAIN_1354,PRODUCT_487905,家居生活,正品,正品放心,positive,正品放心
TRAIN_1356,PRODUCT_329322,手机/数码,正品,正品放心,positive,正品放心
TRAIN_1358,PRODUCT_342501,图书音像,质量,质量好,positive,质量好
TRAIN_1358,PRODUCT_342501,图书音像,正品,正品放心,positive,正品放心
TRAIN_1362,PRODUCT_147622,美妆个护,味道,味道不错,positive,味道不错
TRAIN_1364,PRODUCT_124428,家居生活,正品,正品放心,positive,正品放心
TRAIN_1370,PRODUCT_177794,图书音像,物流,发货快,positive,发货快
TRAIN_1371,PRODUCT_367157,手机/数码,正品,正品放心,positive,正品放心
TRAIN_1372,PRODUCT_281732,图书音像,物流,发货快,positive,发货快
TRAIN_1376,PRODUCT_476244,手机/数码,价格,性价比高,positive,性价比高
TRAIN_1377,PRODUCT_247884,图书音像,质量,质量好,positive,质量好
TRAIN_1377,PRODUCT_247884,图书音像,外观,外观一般,negative,外观一般
TRAIN_1377,PRODUCT_247884,图书音像,内容,内容不错,positive,内容不错
TRAIN_1378,PRODUCT_143960,图书音像,质量,质量好,positive,质量好
TRAIN_1379,PRODUCT_424731,图书音像,物流,发货快,positive,发货快
TRAIN_1386,PRODUCT_505981,图书音像,包装,包装差,negative,包装差
TRAIN_1388,PRODUCT_351368,图书音像,正品,疑似假货,negative,疑似假货
TRAIN_1390,PRODUCT_399559,图书音像,内容,内容不错,positive,内容不错
TRAIN_1392,PRODUCT_292485,图书音像,质量,质量差,negative,质量差
TRAIN_1396,PRODUCT_73923,图书音像,正品,正品放心,positive,正品放心
TRAIN_1400,PRODUCT_356492,图书音像,物流,发货快,positive,发货快
TRAIN_1402,PRODUCT_130960,美妆个护,味道,味道不错,positive,味道不错
TRAIN_1403,PRODUCT_61128,美妆个护,正品,正品放心,positive,正品放心
TRAIN_1405,PRODUCT_454240,图书音像,质量,质量好,positive,质量好
TRAIN_1409,PRODUCT_201162,图书音像,质量,质量好,positive,质量好
TRAIN_1409,PRODUCT_201162,图书音像,包装,包装好,positive,包装好
TRAIN_1411,PRODUCT_351250,钟表/首饰/眼镜/礼品,物流,发货快,positive,发货快
TRAIN_1411,PRODUCT_351250,钟表/首饰/眼镜/礼品,正品,正品放心,positive,正品放心
TRAIN_1415,PRODUCT_144019,家具/家装/建材,耐用,很耐用,positive,很耐用
TRAIN_1416,PRODUCT_312457,手机/数码,正品,正品放心,positive,正品放心
TRAIN_1435,PRODUCT_300076,食品/保健,耐用,很耐用,positive,很耐用
TRAIN_1438,PRODUCT_443975,美妆个护,正品,正品放心,positive,正品放心
TRAIN_1438,PRODUCT_443975,美妆个护,正品,疑似假货,negative,疑似假货
TRAIN_1451,PRODUCT_241371,家用电器,包装,包装好,positive,包装好
TRAIN_1454,PRODUCT_362829,图书音像,内容,内容不错,positive,内容不错
TRAIN_1457,PRODUCT_89690,图书音像,正品,正品放心,positive,正品放心
TRAIN_1462,PRODUCT_509924,图书音像,质量,质量好,positive,质量好
TRAIN_1469,PRODUCT_276384,图书音像,正品,正品放心,positive,正品放心
TRAIN_1482,PRODUCT_38627,图书音像,质量,质量好,positive,质量好
TRAIN_1483,PRODUCT_340885,家用电器,质量,质量好,positive,质量好
TRAIN_1491,PRODUCT_100921,图书音像,质量,质量好,positive,质量好
TRAIN_1496,PRODUCT_19003,图书音像,价格,价格贵,negative,价格贵
TRAIN_1496,PRODUCT_19003,图书音像,内容,内容一般,negative,内容一般
TRAIN_1511,PRODUCT_318614,图书音像,内容,内容不错,positive,内容不错
TRAIN_1515,PRODUCT_438670,图书音像,正品,疑似假货,negative,疑似假货
TRAIN_1516,PRODUCT_21240,家用电器,物流,发货快,positive,发货快
TRAIN_1522,PRODUCT_430735,美妆个护,正品,正品放心,positive,正品放心
TRAIN_1525,PRODUCT_48164,图书音像,质量,质量差,negative,质量差
TRAIN_1525,PRODUCT_48164,图书音像,正品,正品放心,positive,正品放心
TRAIN_1525,PRODUCT_48164,图书音像,正品,疑似假货,negative,疑似假货
TRAIN_1528,PRODUCT_318181,图书音像,质量,质量好,positive,质量好
TRAIN_1540,PRODUCT_41266,图书音像,正品,正品放心,positive,正品放心
TRAIN_1540,PRODUCT_41266,图书音像,内容,内容一般,negative,内容一般
TRAIN_1552,PRODUCT_45843,图书音像,内容,内容不错,positive,内容不错
TRAIN_1553,PRODUCT_177264,图书音像,质量,质量好,positive,质量好
TRAIN_1555,PRODUCT_305711,图书音像,价格,性价比高,positive,性价比高
TRAIN_1565,PRODUCT_374870,美妆个护,正品,正品放心,positive,正品放心
TRAIN_1566,PRODUCT_34313,电脑/办公,质量,质量差,negative,质量差
TRAIN_1567,PRODUCT_253385,美妆个护,正品,正品放心,positive,正品放心
TRAIN_1571,PRODUCT_189979,图书音像,正品,正品放心,positive,正品放心
TRAIN_1578,PRODUCT_73304,电脑/办公,价格,性价比高,positive,性价比高
TRAIN_1583,PRODUCT_183339,图书音像,质量,质量好,positive,质量好
TRAIN_1583,PRODUCT_183339,图书音像,物流,发货快,positive,发货快
TRAIN_1590,PRODUCT_492398,食品/保健,价格,性价比高,positive,性价比高
TRAIN_1593,PRODUCT_204547,手机/数码,价格,性价比高,positive,性价比高
TRAIN_1593,PRODUCT_204547,手机/数码,耐用,容易坏,negative,容易坏
TRAIN_1596,PRODUCT_176169,电脑/办公,推荐,会回购,positive,会回购
TRAIN_1604,PRODUCT_486998,图书音像,正品,正品放心,positive,正品放心
