product_id,category,tag,polarity,count,ratio
PRODUCT_102984,图书音像,外观好看,positive,1,1.0
PRODUCT_103018,图书音像,外观好看,positive,1,0.5
PRODUCT_103033,图书音像,内容一般,negative,1,0.5
PRODUCT_103064,其他,容易坏,negative,1,0.5
PRODUCT_103064,其他,质量差,negative,1,0.5
PRODUCT_103077,图书音像,不推荐,negative,1,0.2
PRODUCT_103077,图书音像,内容一般,negative,1,0.2
PRODUCT_103077,图书音像,内容不错,positive,1,0.2
PRODUCT_103077,图书音像,性价比高,positive,1,0.2
PRODUCT_103178,图书音像,外观好看,positive,1,0.08333333333333333
PRODUCT_103178,图书音像,性价比高,positive,1,0.08333333333333333
PRODUCT_103197,图书音像,会回购,positive,1,0.25
PRODUCT_103197,图书音像,外观好看,positive,1,0.25
PRODUCT_103207,家居生活,质量好,positive,1,0.5
PRODUCT_103310,电脑/办公,外观好看,positive,1,0.5
PRODUCT_103310,电脑/办公,质量好,positive,1,0.5
PRODUCT_103318,图书音像,价格贵,negative,1,0.5
PRODUCT_103408,电脑/办公,正品放心,positive,1,0.125
PRODUCT_103413,运动户外,性价比高,positive,1,0.5
PRODUCT_103496,图书音像,性价比高,positive,1,1.0
PRODUCT_103525,图书音像,包装好,positive,1,0.5
PRODUCT_103525,图书音像,包装差,negative,1,0.5
PRODUCT_103526,钟表/首饰/眼镜/礼品,外观好看,positive,1,1.0
PRODUCT_103529,美妆个护,正品放心,positive,1,1.0
PRODUCT_103578,图书音像,疑似假货,negative,1,1.0
PRODUCT_103578,图书音像,质量差,negative,1,1.0
PRODUCT_103614,图书音像,包装差,negative,1,0.2
PRODUCT_103614,图书音像,正品放心,positive,1,0.2
PRODUCT_103662,图书音像,外观好看,positive,2,0.5
PRODUCT_103677,图书音像,味道不错,positive,1,1.0
PRODUCT_1037,手机/数码,外观好看,positive,1,1.0
PRODUCT_103704,鞋类箱包,正品放心,positive,1,0.25
PRODUCT_103734,图书音像,会回购,positive,1,1.0
PRODUCT_103735,图书音像,外观好看,positive,1,0.16666666666666666
PRODUCT_103746,图书音像,质量好,positive,1,1.0
PRODUCT_103755,电脑/办公,会回购,positive,1,0.25
PRODUCT_103756,电脑/办公,正品放心,positive,1,1.0
PRODUCT_103767,图书音像,外观好看,positive,1,1.0
PRODUCT_103806,图书音像,不推荐,negative,1,1.0
PRODUCT_103806,图书音像,质量差,negative,1,1.0
PRODUCT_103820,电脑/办公,会回购,positive,1,1.0
PRODUCT_103820,电脑/办公,外观好看,positive,1,1.0
PRODUCT_103833,其他,客服好,positive,1,1.0
PRODUCT_103843,母婴/玩具,性价比高,positive,1,1.0
PRODUCT_103850,图书音像,包装差,negative,1,0.3333333333333333
PRODUCT_103850,图书音像,外观一般,negative,1,0.3333333333333333
PRODUCT_103850,图书音像,容易坏,negative,1,0.3333333333333333
PRODUCT_103940,手机/数码,不推荐,negative,1,1.0
PRODUCT_104033,图书音像,正品放心,positive,1,0.2
PRODUCT_104088,其他,味道不错,positive,1,1.0
PRODUCT_104227,图书音像,外观好看,positive,1,0.2
PRODUCT_104254,电脑/办公,疑似假货,negative,1,0.5
PRODUCT_104263,图书音像,会回购,positive,1,1.0
PRODUCT_104290,图书音像,外观好看,positive,1,1.0
PRODUCT_104395,图书音像,疑似假货,negative,1,1.0
PRODUCT_104398,电脑/办公,性价比高,positive,1,1.0
PRODUCT_104431,家具/家装/建材,外观好看,positive,1,0.3333333333333333
PRODUCT_104513,家用电器,性价比高,positive,1,0.1
PRODUCT_104513,家用电器,正品放心,positive,1,0.1
PRODUCT_104565,图书音像,外观好看,positive,2,0.6666666666666666
PRODUCT_104669,电脑/办公,容易坏,negative,1,0.25
PRODUCT_104705,美妆个护,味道不错,positive,1,1.0
PRODUCT_10474,图书音像,内容不错,positive,1,0.2
PRODUCT_104756,图书音像,疑似假货,negative,1,1.0
PRODUCT_10476,家居生活,外观一般,negative,1,1.0
PRODUCT_10476,家居生活,外观好看,positive,1,1.0
PRODUCT_104866,图书音像,会回购,positive,1,0.5
PRODUCT_104871,图书音像,外观好看,positive,1,1.0
PRODUCT_104877,美妆个护,外观好看,positive,1,0.25
PRODUCT_104877,美妆个护,性价比高,positive,1,0.25
PRODUCT_104908,电脑/办公,外观好看,positive,1,0.5
PRODUCT_10514,美妆个护,正品放心,positive,1,0.16666666666666666
PRODUCT_10525,美妆个护,味道不错,positive,3,0.5
PRODUCT_10529,手机/数码,容易坏,negative,2,0.18181818181818182
PRODUCT_10529,手机/数码,性价比高,positive,1,0.09090909090909091
PRODUCT_10529,手机/数码,正品放心,positive,1,0.09090909090909091
PRODUCT_105404,图书音像,内容一般,negative,1,0.2
PRODUCT_105404,图书音像,性价比高,positive,1,0.2
PRODUCT_105404,图书音像,正品放心,positive,1,0.2
PRODUCT_105453,图书音像,会回购,positive,1,1.0
PRODUCT_105473,图书音像,内容不错,positive,1,1.0
PRODUCT_105569,图书音像,包装差,negative,1,0.25
PRODUCT_105569,图书音像,外观好看,positive,1,0.25
PRODUCT_105596,家用电器,很耐用,positive,1,1.0
PRODUCT_105605,美妆个护,味道不错,positive,1,0.3333333333333333
PRODUCT_105631,图书音像,疑似假货,negative,2,0.2857142857142857
PRODUCT_105631,图书音像,质量好,positive,1,0.14285714285714285
PRODUCT_105641,图书音像,质量差,negative,1,1.0
PRODUCT_105697,图书音像,正品放心,positive,1,1.0
PRODUCT_105702,图书音像,内容不错,positive,1,1.0
PRODUCT_105802,图书音像,内容一般,negative,1,1.0
PRODUCT_105846,图书音像,尺码不准,negative,1,1.0
PRODUCT_10589,手机/数码,很耐用,positive,1,1.0
PRODUCT_10589,手机/数码,正品放心,positive,1,1.0
PRODUCT_105933,图书音像,容易坏,negative,1,1.0
PRODUCT_105940,图书音像,包装差,negative,1,0.5
PRODUCT_105940,图书音像,很新鲜,positive,1,0.5
PRODUCT_105943,图书音像,性价比高,positive,3,0.17647058823529413
PRODUCT_105943,图书音像,包装差,negative,1,0.058823529411764705
PRODUCT_105943,图书音像,发货快,positive,1,0.058823529411764705
PRODUCT_105943,图书音像,外观好看,positive,1,0.058823529411764705
PRODUCT_105943,图书音像,很耐用,positive,1,0.058823529411764705
PRODUCT_105943,图书音像,质量好,positive,1,0.058823529411764705
PRODUCT_105952,图书音像,很新鲜,positive,1,0.5
PRODUCT_106132,图书音像,外观好看,positive,1,1.0
PRODUCT_106149,图书音像,质量差,negative,1,1.0
PRODUCT_106268,图书音像,正品放心,positive,1,1.0
PRODUCT_106276,图书音像,外观一般,negative,1,0.5
PRODUCT_106276,图书音像,外观好看,positive,1,0.5
PRODUCT_106342,图书音像,正品放心,positive,1,1.0
PRODUCT_106357,图书音像,正品放心,positive,1,1.0
PRODUCT_106424,家居生活,质量差,negative,1,0.3333333333333333
PRODUCT_106427,图书音像,正品放心,positive,2,1.0
PRODUCT_106444,图书音像,正品放心,positive,1,0.3333333333333333
PRODUCT_10650,手机/数码,外观好看,positive,4,0.2222222222222222
PRODUCT_10650,手机/数码,正品放心,positive,2,0.1111111111111111
PRODUCT_10650,手机/数码,性价比高,positive,1,0.05555555555555555
PRODUCT_10650,手机/数码,疑似假货,negative,1,0.05555555555555555
PRODUCT_10650,手机/数码,续航差,negative,1,0.05555555555555555
PRODUCT_10650,手机/数码,质量好,positive,1,0.05555555555555555
PRODUCT_10650,手机/数码,质量差,negative,1,0.05555555555555555
PRODUCT_106617,图书音像,内容不错,positive,1,0.25
PRODUCT_106640,图书音像,性价比高,positive,1,1.0
PRODUCT_10667,图书音像,正品放心,positive,1,1.0
PRODUCT_10667,图书音像,疑似假货,negative,1,1.0
PRODUCT_106691,图书音像,不推荐,negative,1,1.0
PRODUCT_106691,图书音像,包装差,negative,1,1.0
PRODUCT_106751,图书音像,质量好,positive,1,1.0
PRODUCT_106793,图书音像,正品放心,positive,5,0.5555555555555556
PRODUCT_106793,图书音像,外观好看,positive,1,0.1111111111111111
PRODUCT_106793,图书音像,很新鲜,positive,1,0.1111111111111111
PRODUCT_106793,图书音像,疑似假货,negative,1,0.1111111111111111
PRODUCT_106797,图书音像,正品放心,positive,1,0.5
PRODUCT_106799,图书音像,性价比高,positive,1,1.0
PRODUCT_106816,电脑/办公,很耐用,positive,2,0.06060606060606061
PRODUCT_106816,电脑/办公,外观好看,positive,1,0.030303030303030304
PRODUCT_106816,电脑/办公,容易坏,negative,1,0.030303030303030304
PRODUCT_106816,电脑/办公,性价比高,positive,1,0.030303030303030304
PRODUCT_106816,电脑/办公,正品放心,positive,1,0.030303030303030304
PRODUCT_106816,电脑/办公,质量差,negative,1,0.030303030303030304
PRODUCT_106822,图书音像,不推荐,negative,1,1.0
PRODUCT_106834,图书音像,疑似假货,negative,1,0.5
PRODUCT_106838,图书音像,外观好看,positive,1,0.2
PRODUCT_106838,图书音像,质量好,positive,1,0.2
PRODUCT_106863,图书音像,很新鲜,positive,1,1.0
PRODUCT_106863,图书音像,正品放心,positive,1,1.0
PRODUCT_106891,食品/保健,外观好看,positive,1,1.0
PRODUCT_106896,图书音像,质量好,positive,2,0.4
PRODUCT_106896,图书音像,正品放心,positive,1,0.2
PRODUCT_106899,图书音像,不推荐,negative,1,1.0
PRODUCT_106983,图书音像,疑似假货,negative,1,0.125
PRODUCT_106983,图书音像,质量好,positive,1,0.125
PRODUCT_107004,图书音像,外观好看,positive,1,0.3333333333333333
PRODUCT_107070,图书音像,正品放心,positive,1,1.0
PRODUCT_107077,图书音像,内容不错,positive,1,1.0
PRODUCT_107077,图书音像,性价比高,positive,1,1.0
PRODUCT_107096,图书音像,性价比高,positive,1,0.25
PRODUCT_107115,图书音像,质量好,positive,2,0.5
PRODUCT_107115,图书音像,价格贵,negative,1,0.25
PRODUCT_10713,图书音像,外观好看,positive,1,1.0
PRODUCT_107159,手机/数码,正品放心,positive,1,1.0
PRODUCT_107217,美妆个护,味道不错,positive,1,1.0
PRODUCT_107256,家居生活,味道不错,positive,1,1.0
PRODUCT_107265,图书音像,质量好,positive,1,0.3333333333333333
PRODUCT_107398,图书音像,性价比高,positive,1,0.3333333333333333
PRODUCT_107430,图书音像,包装好,positive,1,1.0
PRODUCT_107445,美妆个护,味道不错,positive,1,0.5
PRODUCT_107450,图书音像,外观一般,negative,1,1.0
PRODUCT_10747,图书音像,性价比高,positive,1,0.16666666666666666
PRODUCT_10747,图书音像,正品放心,positive,1,0.16666666666666666
PRODUCT_10747,图书音像,质量好,positive,1,0.16666666666666666
PRODUCT_107511,图书音像,会回购,positive,1,1.0
PRODUCT_107560,图书音像,内容不错,positive,1,1.0
PRODUCT_107576,美妆个护,味道不错,positive,5,1.0
PRODUCT_107576,美妆个护,内容一般,negative,1,0.2
PRODUCT_107588,图书音像,质量好,positive,1,1.0
PRODUCT_107590,美妆个护,会回购,positive,1,0.3333333333333333
PRODUCT_1076,图书音像,外观好看,positive,1,1.0
PRODUCT_107601,图书音像,价格贵,negative,1,1.0
PRODUCT_107609,图书音像,内容不错,positive,1,1.0
PRODUCT_107642,图书音像,性价比高,positive,1,0.5
PRODUCT_107643,图书音像,不推荐,negative,1,0.14285714285714285
PRODUCT_107643,图书音像,正品放心,positive,1,0.14285714285714285
PRODUCT_107643,图书音像,疑似假货,negative,1,0.14285714285714285
PRODUCT_107643,图书音像,质量好,positive,1,0.14285714285714285
PRODUCT_107671,图书音像,正品放心,positive,1,0.5
PRODUCT_107703,图书音像,内容一般,negative,1,1.0
PRODUCT_10771,图书音像,正品放心,positive,1,0.5
PRODUCT_10771,图书音像,疑似假货,negative,1,0.5
PRODUCT_107775,图书音像,外观好看,positive,1,1.0
PRODUCT_107819,家用电器,正品放心,positive,1,0.5
PRODUCT_107820,图书音像,外观好看,positive,1,1.0
PRODUCT_107860,其他,质量差,negative,1,1.0
PRODUCT_107917,图书音像,会回购,positive,1,0.5
PRODUCT_107917,图书音像,正品放心,positive,1,0.5
PRODUCT_107940,图书音像,正品放心,positive,1,1.0
PRODUCT_107940,图书音像,质量好,positive,1,1.0
PRODUCT_108050,图书音像,正品放心,positive,4,0.6666666666666666
PRODUCT_108113,图书音像,疑似假货,negative,2,0.3333333333333333
PRODUCT_108113,图书音像,很新鲜,positive,1,0.16666666666666666
PRODUCT_108113,图书音像,正品放心,positive,1,0.16666666666666666
PRODUCT_108115,图书音像,内容不错,positive,1,0.5
PRODUCT_108163,电脑/办公,发货快,positive,1,1.0
PRODUCT_108163,电脑/办公,正品放心,positive,1,1.0
PRODUCT_108163,电脑/办公,质量好,positive,1,1.0
PRODUCT_10821,手机/数码,不推荐,negative,1,1.0
PRODUCT_10821,手机/数码,价格贵,negative,1,1.0
PRODUCT_108303,家用电器,外观好看,positive,2,0.5
PRODUCT_108318,美妆个护,性价比高,positive,1,0.5
PRODUCT_108343,图书音像,外观好看,positive,1,1.0
PRODUCT_108346,图书音像,内容不错,positive,2,0.6666666666666666
PRODUCT_10839,家用电器,外观好看,positive,1,0.2
PRODUCT_10839,家用电器,性价比高,positive,1,0.2
PRODUCT_10839,家用电器,质量差,negative,1,0.2
PRODUCT_108401,图书音像,疑似假货,negative,2,1.0
PRODUCT_108401,图书音像,味道一般,negative,1,0.5
PRODUCT_108435,图书音像,正品放心,positive,1,0.5
PRODUCT_108442,电脑/办公,不推荐,negative,1,0.3333333333333333
PRODUCT_108442,电脑/办公,味道不错,positive,1,0.3333333333333333
PRODUCT_108442,电脑/办公,质量好,positive,1,0.3333333333333333
PRODUCT_108634,图书音像,正品放心,positive,1,1.0
PRODUCT_108686,图书音像,外观好看,positive,1,0.3333333333333333
PRODUCT_108737,图书音像,质量好,positive,1,0.3333333333333333
PRODUCT_108789,钟表/首饰/眼镜/礼品,外观好看,positive,1,0.25
PRODUCT_108863,图书音像,不推荐,negative,1,0.3333333333333333
PRODUCT_108863,图书音像,内容一般,negative,1,0.3333333333333333
PRODUCT_108865,图书音像,内容不错,positive,3,0.04838709677419355
PRODUCT_108865,图书音像,正品放心,positive,3,0.04838709677419355
PRODUCT_108865,图书音像,会回购,positive,1,0.016129032258064516
PRODUCT_108865,图书音像,性价比高,positive,1,0.016129032258064516
PRODUCT_108875,图书音像,会回购,positive,1,1.0
PRODUCT_10892,图书音像,包装差,negative,1,0.25
PRODUCT_109075,图书音像,内容不错,positive,1,0.25
PRODUCT_109143,手机/数码,价格贵,negative,1,1.0
PRODUCT_109143,手机/数码,外观好看,positive,1,1.0
PRODUCT_109143,手机/数码,很耐用,positive,1,1.0
PRODUCT_109195,电脑/办公,正品放心,positive,2,0.2222222222222222
PRODUCT_109195,电脑/办公,包装好,positive,1,0.1111111111111111
PRODUCT_109195,电脑/办公,质量好,positive,1,0.1111111111111111
PRODUCT_109195,电脑/办公,质量差,negative,1,0.1111111111111111
PRODUCT_109208,服饰服装,质量好,positive,1,0.5
PRODUCT_109289,家居生活,价格贵,negative,1,1.0
PRODUCT_109289,家居生活,外观一般,negative,1,1.0
PRODUCT_109289,家居生活,外观好看,positive,1,1.0
PRODUCT_109317,电脑/办公,质量差,negative,1,0.3333333333333333
PRODUCT_109357,家用电器,正品放心,positive,1,0.3333333333333333
PRODUCT_109526,钟表/首饰/眼镜/礼品,外观好看,positive,1,1.0
PRODUCT_109590,图书音像,正品放心,positive,1,0.3333333333333333
PRODUCT_109607,手机/数码,内容一般,negative,1,0.5
PRODUCT_109607,手机/数码,外观好看,positive,1,0.5
PRODUCT_109641,手机/数码,正品放心,positive,1,0.5
PRODUCT_109696,电脑/办公,质量好,positive,2,0.18181818181818182
PRODUCT_109696,电脑/办公,价格贵,negative,1,0.09090909090909091
PRODUCT_109696,电脑/办公,质量差,negative,1,0.09090909090909091
PRODUCT_109714,鞋类箱包,外观好看,positive,1,1.0
PRODUCT_109760,图书音像,外观好看,positive,1,0.5
PRODUCT_109845,图书音像,质量好,positive,1,0.5
PRODUCT_10995,图书音像,发货快,positive,1,1.0
PRODUCT_10995,图书音像,正品放心,positive,1,1.0
PRODUCT_110030,图书音像,内容不错,positive,1,1.0
PRODUCT_110107,家居生活,质量好,positive,1,1.0
PRODUCT_110205,电脑/办公,性价比高,positive,2,0.2
PRODUCT_110205,电脑/办公,外观好看,positive,1,0.1
PRODUCT_110205,电脑/办公,疑似假货,negative,1,0.1
PRODUCT_110355,手机/数码,性价比高,positive,1,0.25
PRODUCT_110355,手机/数码,质量好,positive,1,0.25
PRODUCT_110389,运动户外,质量好,positive,1,1.0
PRODUCT_110392,手机/数码,很耐用,positive,1,0.2
PRODUCT_110392,手机/数码,性价比高,positive,1,0.2
PRODUCT_11041,电脑/办公,味道不错,positive,1,0.16666666666666666
PRODUCT_110418,母婴/玩具,质量好,positive,1,1.0
PRODUCT_110522,电脑/办公,性价比高,positive,1,0.5
PRODUCT_110559,电脑/办公,包装好,positive,1,0.5
PRODUCT_110560,电脑/办公,发货快,positive,1,0.3333333333333333
PRODUCT_110560,电脑/办公,质量差,negative,1,0.3333333333333333
PRODUCT_110574,图书音像,发货快,positive,1,1.0
PRODUCT_110594,手机/数码,正品放心,positive,1,1.0
PRODUCT_110719,手机/数码,疑似假货,negative,1,1.0
PRODUCT_110719,手机/数码,质量差,negative,1,1.0
PRODUCT_110721,图书音像,会回购,positive,1,0.3333333333333333
PRODUCT_110804,图书音像,正品放心,positive,1,1.0
PRODUCT_11094,图书音像,正品放心,positive,1,0.3333333333333333
PRODUCT_11103,家居生活,外观好看,positive,2,0.3333333333333333
PRODUCT_11103,家居生活,发货快,positive,1,0.16666666666666666
PRODUCT_11137,图书音像,会回购,positive,1,0.2
PRODUCT_111429,钟表/首饰/眼镜/礼品,外观好看,positive,2,0.6666666666666666
PRODUCT_111430,家居生活,容易坏,negative,1,1.0
PRODUCT_111523,图书音像,不推荐,negative,1,0.0625
PRODUCT_111523,图书音像,外观好看,positive,1,0.0625
PRODUCT_111523,图书音像,性价比高,positive,1,0.0625
PRODUCT_111523,图书音像,正品放心,positive,1,0.0625
PRODUCT_111523,图书音像,质量好,positive,1,0.0625
PRODUCT_111581,图书音像,外观好看,positive,1,0.25
PRODUCT_111602,图书音像,内容不错,positive,1,1.0
PRODUCT_111682,家用电器,性价比高,positive,1,0.5
PRODUCT_111690,图书音像,外观好看,positive,1,0.3333333333333333
PRODUCT_111690,图书音像,质量好,positive,1,0.3333333333333333
PRODUCT_111744,图书音像,质量好,positive,1,1.0
